,food_name,view_count,food_cate,rec_season,rec_weather,rec_time
74452,제육덮밥,3091,8,1,2,0
74453,그래놀라,2319,4,1,2,0
74454,아몬드브리즈,18283,15,1,2,0
74455,맛살샐러드,51631,10,1,2,0
74456,햄보관,57441,2,1,2,0
74457,우엉손질,30806,2,1,2,0
74458,참치주먹밥,57081,8,1,2,0
74459,연어물회,2572,5,1,2,0
74460,오징어순대,1884,5,1,2,0
74461,오징어실채간장볶음,15690,7,1,2,0
74462,뽕잎나물고추장무침,6229,7,1,2,0
74463,등갈비김치찜,20859,5,1,2,0
74464,어묵탕,28705,1,1,2,0
74465,커피,2953,15,1,2,0
74466,깻잎김치,162818,7,1,2,0
74467,마약달걀,17560,7,1,2,0
74468,아이스바,707,4,1,2,0
74469,닭강정,23262,5,1,2,0
74470,깍두기치즈볶음밥,2371,8,1,2,0
74471,비빔국수,7693,6,1,2,0
74472,골뱅이무침,10143,5,1,2,0
74473,완자수제비,497,6,1,2,0
74474,콜라찜닭,25639,5,1,2,0
74475,과일비빔국수,1131,6,1,2,0
74476,오이오픈샌드위치,3817,9,1,2,0
74477,한치회덮밥,3162,8,1,2,0
74478,초계국수,4871,6,1,2,0
74479,만두물회,3252,5,1,2,0
74480,피스타치오오이샐러드,1926,10,1,2,0
74481,덮밥,704,8,1,2,0
74482,참치깻잎쌈밥,2421,8,1,2,0
74483,버터링쿠키,11713,0,1,2,0
74484,크랜베리스콘,1270,9,1,2,0
74485,간장떡볶이,25060,8,1,2,0
74486,인삼우유파스타,949,6,1,2,0
74487,표고버섯소고기장조림,5119,7,1,2,0
74488,미숫가루,3779,4,1,2,0
74489,샌드위치,5230,9,1,2,0
74490,단호박빵,11113,9,1,2,0
74491,카레,51546,12,1,2,0
74492,새우젓호박볶음,86916,7,1,2,0
74493,인삼고기완자,1015,5,1,2,0
74494,토마토치즈제육덮밥,13504,8,1,2,0
74495,마늘버섯볶음밥,33072,8,1,2,0
74496,깻잎김치,21744,7,1,2,0
74497,쑥갓전,3848,7,1,2,0
74498,버섯카레,2265,8,1,2,0
74499,호박전,17060,7,1,2,0
74500,명란조림,2950,7,1,2,0
74501,와사비마요샐러드,2304,10,1,2,0
74502,고추장찌개,5169,14,1,2,0
74503,미나리손질,13823,2,1,2,0
74504,노각무침,3753,7,1,2,0
74505,피자도우,9956,9,1,2,0
74506,파인애플치킨피자,901,9,1,2,0
74507,장어덮밥,2827,8,1,2,0
74508,반건조오징어꽈리고추조림,4229,7,1,2,0
74509,아욱된장국,4427,1,1,2,0
74510,또띠아피자,1527,9,1,2,0
74511,닭가슴살냉채,92416,10,1,2,0
74512,짜장라면핫도그,6256,9,1,2,0
74513,청경채보관,21992,2,1,2,0
74514,오이지,11657,3,1,2,0
74515,오이냉국,5509,1,1,2,0
74516,굴비,5792,5,1,2,0
74517,노각무침냉면,1276,6,1,2,0
74518,치킨커틀렛,3100,13,1,2,0
74519,눈꽃빙수,1716,4,1,2,0
74520,꽈리고추삼겹살덮밥,1887,8,1,2,0
74521,돼지고기버섯전골,15998,1,1,2,0
74522,낙지볶음,4267,5,1,2,0
74523,돼지갈비찜,7060,5,1,2,0
74524,열무비빔면,1377,6,1,2,0
74525,닭강정,30639,5,1,2,0
74526,비빔당면,35795,6,1,2,0
74527,브로콜리페스토,11742,12,1,2,0
74528,공심채볶음,3590,7,1,2,0
74529,마늘쫑고추장무침,3835,7,1,2,0
74530,오징어부추전,6865,5,1,2,0
74531,버섯소고기전골,8054,1,1,2,0
74532,달걀샌드위치,7133,9,1,2,0
74533,오이물김치,6720,3,1,2,0
74534,감자삶는법,9970,2,1,2,0
74535,꽈리고추감자조림,92059,7,1,2,0
74536,삼겹살부추비빔밥,34137,8,1,2,0
74537,고추장찌개,28039,14,1,2,0
74538,오이소박이,3383,3,1,2,0
74539,콩나물밥,9295,8,1,2,0
74540,노각무침,4556,7,1,2,0
74541,우거지뼈해장국,9203,1,1,2,0
74542,김부각,30261,7,1,2,0
74543,떡베이컨말이,1698,7,1,2,0
74544,간장계란밥,135081,8,1,2,0
74545,쿠지라이라면,5001,6,1,2,0
74546,꽈리고추찜,6487,7,1,2,0
74547,닭가슴살물회,10565,5,1,2,0
74548,단호박식혜,4481,15,1,2,0
74549,수박화채,18238,15,1,2,0
74550,토마토순두부,947,10,1,2,0
74551,아이스요거트단호박,3034,2,1,2,0
74552,해신탕,9332,1,1,2,0
74553,토마토소고기볼,2055,13,1,2,0
74554,장어고추장구이,20425,5,1,2,0
74555,감자조림,382887,7,1,2,0
74556,주스,30723,15,1,2,0
74557,아보카도장,59945,3,1,2,0
74558,액젓알리오올리오,1141,6,1,2,0
74559,오이피클,23027,7,1,2,0
74560,닭갈비,4776,5,1,2,0
74561,비빔만두,2017,6,1,2,0
74562,크림까르보나라,4783,6,1,2,0
74563,깻잎까르보나라,1198,6,1,2,0
74564,대파잎계란국,6327,1,1,2,0
74565,미역오이냉국,26172,1,1,2,0
74566,마약계란,2002,7,1,2,0
74567,방아잎간장장아찌,8404,7,1,2,0
74568,옥수수치즈구이,3676,4,1,2,0
74569,찹쌀카레고로케,2322,9,1,2,0
74570,마약계란,179501,7,1,2,0
74571,감자전소시지치즈구이,3102,4,1,2,0
74572,콩국수,4168,6,1,2,0
74573,새송이쇠고기볶음,3214,5,1,2,0
74574,닭윙조림,7961,5,1,2,0
74575,단호박찜케이크,10508,9,1,2,0
74576,쫄면양념장,5482,12,1,2,0
74577,소류완자,4274,5,1,2,0
74578,김치찌개,45938,14,1,2,0
74579,우엉조림,9790,7,1,2,0
74580,수박껍질무침,4842,7,1,2,0
74581,황태채구이,5096,2,1,2,0
74582,미역해물냉채,4638,10,1,2,0
74583,청포묵무침,3786,7,1,2,0
74584,무화과구겔호프,775,9,1,2,0
74585,복숭아조림,2485,4,1,2,0
74586,모카번,4875,9,1,2,0
74587,노각된장냉국,1811,1,1,2,0
74588,사태장조림,22143,7,1,2,0
74589,소시지알리오올리오,35730,6,1,2,0
74590,묵사발,55592,1,1,2,0
74591,아보카도보관,39514,2,1,2,0
74592,멸치손질,42758,2,1,2,0
74593,음료,2472,15,1,2,0
74594,깻잎전,10061,5,1,2,0
74595,고구마줄기고등어자반조림,8621,5,1,2,0
74596,오삼불고기,6946,5,1,2,0
74597,아인슈페너,60654,15,1,2,0
74598,가지리코타치즈피자,27131,9,1,2,0
74599,장조림볶음밥,44247,8,1,2,0
74600,건표고버섯,27057,2,1,2,0
74601,청포묵가지밥,1250,8,1,2,0
74602,꽈리고추조림,2755,7,1,2,0
74603,월남쌈,20669,5,1,2,0
74604,고사리조기조림,25853,5,1,2,0
74605,햄야채볶음밥,6417,8,1,2,0
74606,오이미역냉국,2178,1,1,2,0
74607,콘치즈만두,2449,6,1,2,0
74608,꽈리고추찜,1849,7,1,2,0
74609,칵테일,1309,15,1,2,0
74610,골뱅이무침,18008,5,1,2,0
74611,진미채무침,13823,7,1,2,0
74612,오이냉국,3611,1,1,2,0
74613,맥반석계란,11116,4,1,2,0
74614,계란파스타,1395,6,1,2,0
74615,묵은지볶음,43861,7,1,2,0
74616,짬뽕,40787,6,1,2,0
74617,오이무침,11499,7,1,2,0
74618,가지김치,9295,3,1,2,0
74619,다진마늘보관,20506,2,1,2,0
74620,유부초밥,11598,8,1,2,0
74621,참치순두부찌개,7215,14,1,2,0
74622,쫄면,1280,6,1,2,0
74623,햄볶음밥,18752,8,1,2,0
74624,건새우호박볶음,10772,7,1,2,0
74625,갈치조림,11803,5,1,2,0
74626,콘샐러드,4793,10,1,2,0
74627,오이미역냉국,15573,1,1,2,0
74628,호두정과,17599,2,1,2,0
74629,큐브에이드,10230,15,1,2,0
74630,사과크럼블,35512,2,1,2,0
74631,수박껍질김치,12941,3,1,2,0
74632,토마토치킨스튜,2310,14,1,2,0
74633,아삭이고추무침,11779,7,1,2,0
74634,청경채손질,21598,2,1,2,0
74635,단호박푸딩아이스크림,9667,4,1,2,0
74636,케익,9382,9,1,2,0
74637,마늘간장닭강정,13740,5,1,2,0
74638,감자샐러드,12564,10,1,2,0
74639,베이컨떡말이,2041,2,1,2,0
74640,마늘쫑무침,8783,7,1,2,0
74641,메밀막국수,17242,6,1,2,0
74642,참치포케,8003,10,1,2,0
74643,마약계란,2308,7,1,2,0
74644,웨지감자,36760,4,1,2,0
74645,돌체라떼,57621,15,1,2,0
74646,견과류멸치볶음,39450,7,1,2,0
74647,육개장,60740,1,1,2,0
74648,해물된장찌개,7173,14,1,2,0
74649,불고기,1571,5,1,2,0
74650,목살스테이크,4218,5,1,2,0
74651,콩나물냉국,5441,1,1,2,0
74652,차돌박이냉채,2867,10,1,2,0
74653,배추겉절이,14268,3,1,2,0
74654,콩국수,7594,6,1,2,0
74655,삼계탕,25890,1,1,2,0
74656,배추물김치,6097,3,1,2,0
74657,땅콩아이스크림,1498,4,1,2,0
74658,감자볶음,15461,7,1,2,0
74659,소고기장조림,21114,7,1,2,0
74660,바싹불고기,3030,5,1,2,0
74661,오이소박이,25029,3,1,2,0
74662,햄계란말이,3681,7,1,2,0
74663,코다리조림,20732,5,1,2,0
74664,감자샌드위치,3040,9,1,2,0
74665,무생채,4302,7,1,2,0
74666,삼계탕,10270,1,1,2,0
74667,수수팥떡,6479,8,1,2,0
74668,돼지고기김치찌개,7531,14,1,2,0
74669,간장감자조림,15965,7,1,2,0
74670,국물떡볶이,4509,8,1,2,0
74671,마약옥수수,1815,4,1,2,0
74672,마약계란,8410,7,1,2,0
74673,커리부어스트,7538,13,1,2,0
74674,옥수수계란부침,2738,7,1,2,0
74675,바지락술찜,15214,1,1,2,0
74676,검정콩국수,2112,6,1,2,0
74677,순두부콩국수,2810,6,1,2,0
74678,묵은지참치찌개,1018,14,1,2,0
74679,호박잎쌈밥,6579,8,1,2,0
74680,꽃게된장찌개,1833,14,1,2,0
74681,옥수수치즈버터구이,1384,4,1,2,0
74682,쭈꾸미미역냉국,1310,1,1,2,0
74683,연근조림,29130,7,1,2,0
74684,떡꼬치,12368,8,1,2,0
74685,열무물김치,13800,3,1,2,0
74686,갈치국,9646,1,1,2,0
74687,고구마순볶음,14557,7,1,2,0
74688,열무비빔국수,52766,6,1,2,0
74689,김치순두부찌개,13784,14,1,2,0
74690,복숭아통조림,2827,4,1,2,0
74691,고구마줄기볶음,18274,7,1,2,0
74692,콩잎장아찌,11026,7,1,2,0
74693,자두탕후루,5982,4,1,2,0
74694,명란젓오이롤,897,5,1,2,0
74695,코다리묵은지찜,10747,5,1,2,0
74696,참치김치찌개,12518,14,1,2,0
74697,호래기김치,7549,3,1,2,0
74698,소갈비찜,9129,5,1,2,0
74699,옥수수계란찜,7127,7,1,2,0
74700,차돌삼합,6326,5,1,2,0
74701,소고기장조림,6217,7,1,2,0
74702,팥빙수,1053,4,1,2,0
74703,그래놀라,2168,4,1,2,0
74704,열무물김치,6653,3,1,2,0
74705,달걀,9000,2,1,2,0
74706,목살토마토스파게티,3299,6,1,2,0
74707,오징어볶음,1263,5,1,2,0
74708,전복해물라면,9646,6,1,2,0
74709,숙주부추무침,8590,7,1,2,0
74710,감자샐러드,4194,10,1,2,0
74711,오이고추소박이,14090,3,1,2,0
74712,주스,26915,15,1,2,0
74713,가지나물,24650,7,1,2,0
74714,천도복숭아오이냉국,2556,1,1,2,0
74715,까르보나라스파게티,13283,6,1,2,0
74716,마약계란,5439,7,1,2,0
74717,콩국수,38305,6,1,2,0
74718,방울토마토손질,20012,2,1,2,0
74719,도토리묵밥,2200,8,1,2,0
74720,수박빙수,1446,4,1,2,0
74721,치킨너겟마요덮밥,18971,8,1,2,0
74722,새우배추덮밥,1440,8,1,2,0
74723,토마토김치,2085,3,1,2,0
74724,초계탕,14568,1,1,2,0
74725,들깨무나물볶음,18424,7,1,2,0
74726,햄숙주볶음덮밥,10172,8,1,2,0
74727,장어구이,5579,5,1,2,0
74728,열무김치말이국수,1070,6,1,2,0
74729,우유빙수,919,4,1,2,0
74730,양파무침,7859,7,1,2,0
74731,닭김치찜,2545,5,1,2,0
74732,패션후르츠에이드,3021,15,1,2,0
74733,월남쌈샌드위치,5966,9,1,2,0
74734,오이초밥,7592,8,1,2,0
74735,베이컨말이주먹밥,15131,8,1,2,0
74736,애호박전,4417,7,1,2,0
74737,바지락알리오올리오파스타,4742,6,1,2,0
74738,닭찜,63266,5,1,2,0
74739,삼겹살김밥,3379,8,1,2,0
74740,꼬막비빔밥,2408,8,1,2,0
74741,복숭아훈제오리스프링롤,2357,5,1,2,0
74742,열무비빔밥,13759,8,1,2,0
74743,밀푀유나베,24778,1,1,2,0
74744,냉메밀국수,2121,6,1,2,0
74745,양배추오이물김치,22116,3,1,2,0
74746,콩나물냉국,4401,1,1,2,0
74747,메추리알카레우동,1418,6,1,2,0
74748,케이크,737,9,1,2,0
74749,에스프레소샤블레,716,0,1,2,0
74750,프리앙드,1338,9,1,2,0
74751,로미아스쿠키,1606,0,1,2,0
74752,타르트,1121,0,1,2,0
74753,코코넛튀일,1770,0,1,2,0
74754,슈에클레어,2024,4,1,2,0
74755,오렌지파운드케이크,1367,9,1,2,0
74756,청양고추멸치다짐,7940,7,1,2,0
74757,애플파이,2943,9,1,2,0
74758,야채키쉬,2145,4,1,2,0
74759,레몬머랭파이,1368,9,1,2,0
74760,에그타르트,6116,0,1,2,0
74761,무화과말랭이,1947,2,1,2,0
74762,잡채,9179,5,1,2,0
74763,새우젓호박찌개,11404,14,1,2,0
74764,파프리카피클,2527,7,1,2,0
74765,장어튀김,2881,7,1,2,0
74766,두부바나나무스,969,12,1,2,0
74767,옥수수통조림,2071,4,1,2,0
74768,콩국수라면,2097,6,1,2,0
74769,표고버섯볶음,10255,7,1,2,0
74770,참치두부깻잎전,14676,7,1,2,0
74771,연유커피,50060,15,1,2,0
74772,감자국,4700,1,1,2,0
74773,견과류브라우니,23194,9,1,2,0
74774,양송이버섯보관,24125,2,1,2,0
74775,귤우유,896,15,1,2,0
74776,황태삼계탕,4488,1,1,2,0
74777,소고기고추장볶음,17992,7,1,2,0
74778,호박잎쌈밥,2019,8,1,2,0
74779,당근조림,22523,7,1,2,0
74780,토마토치즈제육덮밥,3157,8,1,2,0
74781,새우튀김,25461,5,1,2,0
74782,아코디언감자,3166,4,1,2,0
74783,계란범벅덮밥,4060,8,1,2,0
74784,떡볶이,13780,8,1,2,0
74785,스테이크,2990,13,1,2,0
74786,수박화채,20810,15,1,2,0
74787,후리카케꼬마김밥,5572,8,1,2,0
74788,두부조림,10974,7,1,2,0
74789,두부콩국수,3860,6,1,2,0
74790,전복간장라면,1018,6,1,2,0
74791,고구마샐러드,4844,10,1,2,0
74792,돼지고기김치찌개,18040,14,1,2,0
74793,묵은지계란말이,8086,7,1,2,0
74794,마약계란,10456,7,1,2,0
74795,칠리새우덮밥,3218,8,1,2,0
74796,섞박지,53571,3,1,2,0
74797,청국장찌개,10291,14,1,2,0
74798,소세지떡꼬치,3820,8,1,2,0
74799,이모모찌,4994,8,1,2,0
74800,갈치구이,4147,5,1,2,0
74801,양파덮밥,25734,8,1,2,0
74802,삶은계란,1322,4,1,2,0
74803,크림치즈닭고기스테이크,2943,13,1,2,0
74804,오뎅볶음,94530,7,1,2,0
74805,라임청,2730,15,1,2,0
74806,대패삼겹살김치볶음,4744,5,1,2,0
74807,천도복숭아청,3875,15,1,2,0
74808,부채살스테이크,3841,13,1,2,0
74809,우삼겹볶음,23905,5,1,2,0
74810,시래기된장국,17327,1,1,2,0
74811,고구마케이크,5195,9,1,2,0
74812,고추멸치볶음,8425,7,1,2,0
74813,청국장찌개,5671,14,1,2,0
74814,통닭,6388,5,1,2,0
74815,잡탕밥,9204,8,1,2,0
74816,수박껍질차,1594,15,1,2,0
74817,감자샐러드,7550,10,1,2,0
74818,자색고구마크림치즈스프레드,2026,2,1,2,0
74819,쉬림프박스,10483,5,1,2,0
74820,소라장덮밥,2209,8,1,2,0
74821,고구마순멸치조림,5950,7,1,2,0
74822,오향장육,9015,5,1,2,0
74823,길거리토스트,3722,9,1,2,0
74824,묵사발,11112,1,1,2,0
74825,슈가토스트,52940,9,1,2,0
74826,닭죽,9653,8,1,2,0
74827,돼지고기주먹밥,30468,8,1,2,0
74828,오징어짬뽕,2934,6,1,2,0
74829,탄탄비빔면,29873,6,1,2,0
74830,쭈꾸미볶음,1624,5,1,2,0
74831,허니버터아몬드,27148,2,1,2,0
74832,떠먹는감자피자,2086,9,1,2,0
74833,비빔만두,2950,6,1,2,0
74834,애호박양파볶음,2194,7,1,2,0
74835,군고구마,30842,4,1,2,0
74836,콩물,9526,6,1,2,0
74837,충무김밥,9425,8,1,2,0
74838,오므라이스,5479,8,1,2,0
74839,동치미,25667,3,1,2,0
74840,옥수수참치전,22356,5,1,2,0
74841,동치미국수,3511,6,1,2,0
74842,꽈리고추김무침,937,7,1,2,0
74843,콩나물비빔국수,13595,6,1,2,0
74844,표고버섯무밥,2751,8,1,2,0
74845,돼지고기김치찌개,8137,14,1,2,0
74846,새우아스파라거스덮밥,2674,8,1,2,0
74847,버섯비트밥,1904,8,1,2,0
74848,묵은지김치찌개,7567,14,1,2,0
74849,양배추찜,23254,7,1,2,0
74850,우무묵사발,3305,1,1,2,0
74851,두부김치,20886,5,1,2,0
74852,오징어버터볶음,6147,5,1,2,0
74853,소떡소떡,6515,8,1,2,0
74854,방풍나물장아찌,2080,7,1,2,0
74855,두부과자,2500,0,1,2,0
74856,컵밥,13777,8,1,2,0
74857,견과류바,2974,4,1,2,0
74858,소불고기전골,13670,1,1,2,0
74859,고등어생강조림,1130,5,1,2,0
74860,소고기오이초밥,1513,8,1,2,0
74861,아보카도명란비빔밥,1945,8,1,2,0
74862,유린기,11625,5,1,2,0
74863,베이글닭가슴살샌드위치,1496,9,1,2,0
74864,피자,4119,9,1,2,0
74865,마늘볶음밥,9732,8,1,2,0
74866,오픈샌드위치,7371,9,1,2,0
74867,크림치즈당근컵케이크,3692,9,1,2,0
74868,비빔국수,4678,6,1,2,0
74869,눈꽃빙수,1283,4,1,2,0
74870,과일빙수,1011,4,1,2,0
74871,돼지고기김치찌개,3819,14,1,2,0
74872,햄계란말이,2428,7,1,2,0
74873,아이스버블밀크티,1176,15,1,2,0
74874,햄짜글이,2905,14,1,2,0
74875,땡초볶음밥,1986,8,1,2,0
74876,샐러드,8996,10,1,2,0
74877,쭈꾸미만두,1030,6,1,2,0
74878,고추멸치볶음,29744,7,1,2,0
74879,수박껍질,1200,2,1,2,0
74880,옥수수튀김,7341,4,1,2,0
74881,풀치포고추장볶음,4948,7,1,2,0
74882,소고기미역국,7825,1,1,2,0
74883,죽,4888,8,1,2,0
74884,고추된장무침,4123,7,1,2,0
74885,채소피클,924,7,1,2,0
74886,감자샐러드,5900,10,1,2,0
74887,북어포껍질,14652,7,1,2,0
74888,갈치조림,13333,5,1,2,0
74889,시리얼바,5538,4,1,2,0
74890,불어묵김밥,2768,8,1,2,0
74891,팬케익,2841,9,1,2,0
74892,소보로덮밥,2120,8,1,2,0
74893,치즈그라탕,3255,13,1,2,0
74894,알리오올리오스파게티,3007,6,1,2,0
74895,배추전,1850,7,1,2,0
74896,오니기라즈,2732,8,1,2,0
74897,빼빼로,650,0,1,2,0
74898,하와이언무스비,4635,8,1,2,0
74899,부추전,438,7,1,2,0
74900,소갈비구이,4938,5,1,2,0
74901,단호박스프,57466,11,1,2,0
74902,명엽채볶음,120773,7,1,2,0
74903,단호박죽,1868,8,1,2,0
74904,양파피자,53947,9,1,2,0
74905,커피쿠키,24955,0,1,2,0
74906,단호박견과류맛탕,12707,4,1,2,0
74907,쟁반국수,21345,6,1,2,0
74908,콩나물냉채,44798,10,1,2,0
74909,방울토마토절임,50006,7,1,2,0
74910,오리훈제볶음밥,4317,8,1,2,0
74911,콘치즈토스트,3187,9,1,2,0
74912,마약달걀장,26069,3,1,2,0
74913,콩나물무침,1760,7,1,2,0
74914,소고기숙주볶음,14406,5,1,2,0
74915,차돌박이숙주찜,86134,5,1,2,0
74916,두부쌈장,3377,3,1,2,0
74917,깍두기볶음밥,1718,8,1,2,0
74918,가지구이,3174,7,1,2,0
74919,계란말이,28434,7,1,2,0
74920,어묵튀김,5300,2,1,2,0
74921,치킨,99387,5,1,2,0
74922,장미쿠키,1923,0,1,2,0
74923,떡볶이,1891,8,1,2,0
74924,감자조림,7577,7,1,2,0
74925,베이컨당면덮밥,11849,8,1,2,0
74926,감자샐러드,8656,10,1,2,0
74927,호박전꼬지,1581,4,1,2,0
74928,가지볶음,126246,7,1,2,0
74929,꽈리고추뱅어포볶음,3035,7,1,2,0
74930,오징어초무침,11551,7,1,2,0
74931,오이물김치,4174,3,1,2,0
74932,감자전,7867,7,1,2,0
74933,오이냉채,6154,10,1,2,0
74934,크로켓,1623,9,1,2,0
74935,두부조림,5763,7,1,2,0
74936,지리멸치볶음,6099,7,1,2,0
74937,망고빵,1361,9,1,2,0
74938,오징어치즈전,636,4,1,2,0
74939,짜장떡볶이,4812,8,1,2,0
74940,콘치즈,10436,4,1,2,0
74941,비듬나물무침,10445,7,1,2,0
74942,냉라면,6198,6,1,2,0
74943,꼬막강정,10168,4,1,2,0
74944,부대찌개,4155,14,1,2,0
74945,바지락술찜,10701,1,1,2,0
74946,제육볶음,15796,5,1,2,0
74947,콜라비생채,4232,7,1,2,0
74948,샌드위치,2298,9,1,2,0
74949,닭볶음탕,5220,1,1,2,0
74950,전복회,4626,5,1,2,0
74951,부추계란전,3082,5,1,2,0
74952,연어스테이크,3550,5,1,2,0
74953,계란장덮밥,8011,8,1,2,0
74954,계란장두부조림,4329,5,1,2,0
74955,돼지고기쌈장,4173,3,1,2,0
74956,햄치즈샌드위치,85605,9,1,2,0
74957,피나콜라다,30686,15,1,2,0
74958,김부각,71204,7,1,2,0
74959,쪽파손질,26208,2,1,2,0
74960,우렁쌈장,14558,3,1,2,0
74961,옥수수,39431,2,1,2,0
74962,초코칩쿠키,4900,0,1,2,0
74963,햄에그샌드위치,4490,9,1,2,0
74964,닭칼국수,67012,6,1,2,0
74965,오미자미역냉국,1276,1,1,2,0
74966,마약계란,43954,7,1,2,0
74967,닭꼬치,5613,2,1,2,0
74968,치즈만두,54412,6,1,2,0
74969,계란덮밥,738,8,1,2,0
74970,단호박에그슬럿,103117,2,1,2,0
74971,순두부찌개,105685,14,1,2,0
74972,바질페스토,100539,12,1,2,0
74973,동파육,15985,5,1,2,0
74974,애호박덮밥,3732,8,1,2,0
74975,고추비빔밥,2077,8,1,2,0
74976,게살냉라면,4174,6,1,2,0
74977,소고기콩나물국,40802,1,1,2,0
74978,깐풍표고버섯,8500,5,1,2,0
74979,닭볶음탕,18201,1,1,2,0
74980,제육볶음,6752,5,1,2,0
74981,가지라자냐,6610,13,1,2,0
74982,포도진피즈,557,15,1,2,0
74983,그린가스파초,1233,11,1,2,0
74984,문어,7287,2,1,2,0
74985,체리우유,5763,15,1,2,0
74986,호두캐러멜머핀,1052,9,1,2,0
74987,알감자조림,19470,7,1,2,0
74988,전복해물물회,4055,5,1,2,0
74989,명란오차즈케,3809,8,1,2,0
74990,찹스테이크,8232,13,1,2,0
74991,햄치즈샌드위치,12304,9,1,2,0
74992,닭가슴살스테이크,5409,13,1,2,0
74993,LA찹쌀파이,6620,9,1,2,0
74994,마더소스,5101,12,1,2,0
74995,고추장감자조림,66553,7,1,2,0
74996,깨찰빵,5664,9,1,2,0
74997,미숫가루찰빵,3949,9,1,2,0
74998,코코볼미니머핀,1147,9,1,2,0
74999,오이비빔국수,19360,6,1,2,0
75000,주스,4689,15,1,2,0
75001,감자전,10907,7,1,2,0
75002,미나리무침,22292,7,1,2,0
75003,콩나물불고기,2331,5,1,2,0
75004,고추장찌개,9621,14,1,2,0
75005,식빵핫도그,43059,9,1,2,0
75006,우무묵무침,10109,7,1,2,0
75007,김밥,5660,8,1,2,0
75008,메밀국수,4038,6,1,2,0
75009,비빔국수,2311,6,1,2,0
75010,비름나물고추장무침,3002,7,1,2,0
75011,감자채전,37566,7,1,2,0
75012,토스트,4131,9,1,2,0
75013,참외비빔국수,4377,6,1,2,0
75014,참치찌개,8665,14,1,2,0
75015,배추겉절이,107670,3,1,2,0
75016,카레라이스,9360,8,1,2,0
75017,닭가슴살해초샐러드,2341,10,1,2,0
75018,마약김밥,28860,8,1,2,0
75019,등갈비구이,1900,5,1,2,0
75020,새우짬뽕,9467,6,1,2,0
75021,콘치즈계란피자,3379,9,1,2,0
75022,아삭이고추무침,4786,7,1,2,0
75023,웨지감자,2354,4,1,2,0
75024,전복해물물회,2058,5,1,2,0
75025,가지구이덮밥,1989,8,1,2,0
75026,매생이달걀말이,2974,7,1,2,0
75027,깻잎김치,6528,7,1,2,0
75028,아이스크림라떼,1816,15,1,2,0
75029,열무비빔국수,4941,6,1,2,0
75030,초계국수,5104,6,1,2,0
75031,딸기스무디,1084,15,1,2,0
75032,핫도그,2998,9,1,2,0
75033,닭백숙,4691,1,1,2,0
75034,우무묵콩국,2184,1,1,2,0
75035,돼지고기수육,11389,5,1,2,0
75036,홍어삼합,3052,2,1,2,0
75037,순대국,9273,1,1,2,0
75038,무생채,4464,7,1,2,0
75039,미소된장국,10546,1,1,2,0
75040,녹차스콘,2445,9,1,2,0
75041,베이컨크림파스타,7005,6,1,2,0
75042,프레오르,1486,4,1,2,0
75043,과일타르트,1155,0,1,2,0
75044,블루베리머핀,1043,9,1,2,0
75045,곤약콩국,1565,1,1,2,0
75046,파리브레스트,1452,4,1,2,0
75047,근대다슬기된장국,8866,1,1,2,0
75048,롤케이크,2357,9,1,2,0
75049,김부각,29886,7,1,2,0
75050,티라미수,1376,4,1,2,0
75051,돼지고기계란장조림,4247,7,1,2,0
75052,블루베리샐러드,2805,10,1,2,0
75053,비빔쫄면,3563,6,1,2,0
75054,비엔나양배추볶음,3257,5,1,2,0
75055,육개장,4686,1,1,2,0
75056,감자볶음,4396,7,1,2,0
75057,오이소박이,4631,3,1,2,0
75058,토마토쥬스,9533,15,1,2,0
75059,등갈비강정,8253,5,1,2,0
75060,순살치킨,1942,5,1,2,0
75061,애호박새우젓볶음,60954,7,1,2,0
75062,갈비찜,2400,5,1,2,0
75063,계란빵,12861,9,1,2,0
75064,파스타샐러드,2061,10,1,2,0
75065,감자계란국,5701,1,1,2,0
75066,황태초무침냉면,5694,6,1,2,0
75067,메밀소바,19340,6,1,2,0
75068,아이스커피,15732,15,1,2,0
75069,방울토마토샐러드,531,10,1,2,0
75070,명란젓무침,29677,7,1,2,0
75071,소불고기,24367,5,1,2,0
75072,미역오이냉국,6003,1,1,2,0
75073,멸치볶음오차즈케,1197,8,1,2,0
75074,감자전,8520,7,1,2,0
75075,양파장아찌,1674,7,1,2,0
75076,샌드위치,4975,9,1,2,0
75077,오이간장장아찌,5212,7,1,2,0
75078,곤약냉면,3495,6,1,2,0
75079,소라쫄면,898,6,1,2,0
75080,밤대추팥빙수,658,4,1,2,0
75081,가지냉국,2633,1,1,2,0
75082,콩나물해장국,13452,1,1,2,0
75083,병어조림,10376,5,1,2,0
75084,새우젓호박볶음,35496,7,1,2,0
75085,노각무침,8642,7,1,2,0
75086,미역오이냉국,15904,1,1,2,0
75087,쯔비면,4633,6,1,2,0
75088,초계탕,5222,1,1,2,0
75089,프라페,9953,15,1,2,0
75090,우동튀김,26612,6,1,2,0
75091,파슬리보관,16923,2,1,2,0
75092,오이냉국,18839,1,1,2,0
75093,버거,843,9,1,2,0
75094,오레오빙수,3907,4,1,2,0
75095,토마토두부샐러드,11290,10,1,2,0
75096,울외장아찌김밥,2790,8,1,2,0
75097,감자전,2510,7,1,2,0
75098,알감자버터구이,2377,4,1,2,0
75099,냉소바,2023,6,1,2,0
75100,떡볶이,1717002,8,1,2,0
75101,열무비빔국수,2727,6,1,2,0
75102,김밥볶음밥,10463,8,1,2,0
