,food_name,view_count,food_cate,rec_season,rec_weather,rec_time
30778,명란파스타,25508,6,0,3,0
30779,야채참치전,13277,5,0,3,0
30780,치킨무,80518,7,0,3,0
30781,깻잎전,9144,5,0,3,0
30782,꽁치파스타,1327,6,0,3,0
30783,해물짬뽕라면,7643,6,0,3,0
30784,치킨마요덮밥,14102,8,0,3,0
30785,새우젓계란국,18056,1,0,3,0
30786,가지구이,8692,5,0,3,0
30787,과일송편,2306,8,0,3,0
30788,무나물,4774,7,0,3,0
30789,바지락칼국수,5571,6,0,3,0
30790,퀘사디아,5015,9,0,3,0
30791,순대,4089,5,0,3,0
30792,다시마볶음,8243,5,0,3,0
30793,돼지고기수육보쌈,24978,5,0,3,0
30794,오징어탕수육,4895,5,0,3,0
30795,김치콩나물국,25092,1,0,3,0
30796,새송이버섯조림,24992,7,0,3,0
30797,뼈다귀감자탕,119412,1,0,3,0
30798,견과류시금치무침,2373,7,0,3,0
30799,열무김치,13186,3,0,3,0
30800,단무지,6235,7,0,3,0
30801,고구마볶음,19998,7,0,3,0
30802,깻잎찜,4536,7,0,3,0
30803,들깨쑥갓무침,5684,7,0,3,0
30804,들깨무나물,3210,7,0,3,0
30805,새송이버섯볶음,12246,7,0,3,0
30806,팽이버섯볶음,33385,7,0,3,0
30807,오이들깨무침,11669,7,0,3,0
30808,애호박들깨볶음,26189,7,0,3,0
30809,버섯들깨무침,4154,7,0,3,0
30810,돌나물무침,17856,7,0,3,0
30811,오징어덮밥,4261,8,0,3,0
30812,오징어국,20101,1,0,3,0
30813,양배추볶음,10282,7,0,3,0
30814,햄달걀말이,19121,7,0,3,0
30815,들깨미역국,16735,1,0,3,0
30816,두부구이,15868,7,0,3,0
30817,콩나물국,17867,1,0,3,0
30818,닭가슴살튀김,8861,7,0,3,0
30819,콩나물볶음,12295,7,0,3,0
30820,나박김치,35913,3,0,3,0
30821,도라지청,44936,15,0,3,0
30822,밤버섯밥,2462,8,0,3,0
30823,더덕청,21622,15,0,3,0
30824,야채실곤약비빔면,23677,6,0,3,0
30825,토마토카레,5802,5,0,3,0
30826,코코넛케이크,4161,9,0,3,0
30827,소시지샐러드,14006,10,0,3,0
30828,초코크림치즈타르트,8571,0,0,3,0
30829,불고기김밥,7975,8,0,3,0
30830,고구마맛탕,7438,4,0,3,0
30831,시나몬롤빵,9550,9,0,3,0
30832,어니언링,7858,4,0,3,0
30833,두부햄커틀릿,4947,5,0,3,0
30834,라면땅,19525,0,0,3,0
30835,볶음짜장,4160,12,0,3,0
30836,깻잎찜,7719,7,0,3,0
30837,오삼불고기,36755,5,0,3,0
30838,삼겹살양파볶음,10343,5,0,3,0
30839,햄편채,7919,5,0,3,0
30840,전자렌지계란빵,11527,9,0,3,0
30841,콩나물국,9686,1,0,3,0
30842,카레,4987,12,0,3,0
30843,닭볶음탕,15011,1,0,3,0
30844,계란볶음밥,17771,8,0,3,0
30845,계란말이,6578,7,0,3,0
30846,볶음우동,7671,6,0,3,0
30847,하트김밥,41710,8,0,3,0
30848,피자,9351,9,0,3,0
30849,시금치고추장무침,6588,7,0,3,0
30850,녹차팬케이크,1329,9,0,3,0
30851,자몽청,18096,15,0,3,0
30852,감자치즈볼,21686,4,0,3,0
30853,포기김치,35552,3,0,3,0
30854,팟타이,5696,6,0,3,0
30855,햄버그스테이크,8201,13,0,3,0
30856,파전,17995,7,0,3,0
30857,시금치된장국,57345,1,0,3,0
30858,미니핫도그,2696,9,0,3,0
30859,두부조림,1692,7,0,3,0
30860,해물토마토찜,3524,5,0,3,0
30861,둥근마장아찌무침,3051,7,0,3,0
30862,찜닭,2270,5,0,3,0
30863,된장국수,11429,6,0,3,0
30864,전자렌지계란찜,22028,7,0,3,0
30865,카레스테이크,7326,13,0,3,0
30866,컵밥,10167,8,0,3,0
30867,호박전,9099,7,0,3,0
30868,햄에그샌드위치,18227,9,0,3,0
30869,카라멜식빵팝콘,44104,0,0,3,0
30870,군만두샐러드,2405,10,0,3,0
30871,아욱국,84136,1,0,3,0
30872,커피,3813,15,0,3,0
30873,총각무김치볶음밥,3633,8,0,3,0
30874,다슬기국,52102,1,0,3,0
30875,무떡볶이,7059,8,0,3,0
30876,꽁치어묵김치찌개,4086,14,0,3,0
30877,식빵마늘빵,18125,9,0,3,0
30878,볶음우동,7820,6,0,3,0
30879,깐풍치킨,10308,5,0,3,0
30880,사과비트샐러드,9166,10,0,3,0
30881,미니돈까스치즈꼬치,3224,4,0,3,0
30882,떡꼬치산적,20991,5,0,3,0
30883,인절미토스트,3498,9,0,3,0
30884,김밥전,4815,8,0,3,0
30885,비프야채샐러드,2468,10,0,3,0
30886,도라지오이초무침,58166,7,0,3,0
30887,묵은지등갈비찜,6124,5,0,3,0
30888,문어감자전,3574,5,0,3,0
30889,인절미토스트,8984,9,0,3,0
30890,갈비찜닭,3932,5,0,3,0
30891,노각무침,8847,7,0,3,0
30892,느타리버섯볶음,37962,7,0,3,0
30893,문어치킨,8677,5,0,3,0
30894,참나물페스토,1649,12,0,3,0
30895,얼갈이배추된장무침,4332,7,0,3,0
30896,도라지나물,65417,7,0,3,0
30897,단호박파운드케익,15636,9,0,3,0
30898,대구찜,14076,5,0,3,0
30899,오일파스타,3113,6,0,3,0
30900,두부조림,17150,7,0,3,0
30901,골뱅이소면무침,17528,5,0,3,0
30902,버섯불고기전골,91052,1,0,3,0
30903,계란볶음밥,2272,8,0,3,0
30904,오징어물회,61028,5,0,3,0
30905,무화과잼,6697,12,0,3,0
30906,청양고추부추전,11169,4,0,3,0
30907,시금치나물,5091,7,0,3,0
30908,소고기야채말이,6590,5,0,3,0
30909,숙주표고버섯볶음,12834,7,0,3,0
30910,누드김밥,5089,8,0,3,0
30911,잡채,10089,5,0,3,0
30912,옥수수카레,1626,12,0,3,0
30913,무생채,4581,7,0,3,0
30914,소불고기,4289,5,0,3,0
30915,LA찹쌀파이,33659,9,0,3,0
30916,호두쿠키,11492,0,0,3,0
30917,생선구이,5323,5,0,3,0
30918,등뼈찜,18135,5,0,3,0
30919,불고기하이라이스,7667,8,0,3,0
30920,퀘사디아,3664,9,0,3,0
30921,고구마순들깨볶음,26227,7,0,3,0
30922,연근유자초절임,26259,7,0,3,0
30923,바나나식초,18615,12,0,3,0
30924,치즈오븐스파게티,6008,6,0,3,0
30925,마부침개,12838,7,0,3,0
30926,야채샌드위치,2492,9,0,3,0
30927,깻잎부침개,14968,5,0,3,0
30928,홍합손질,8295,2,0,3,0
30929,오믈렛,7872,13,0,3,0
30930,스팸주먹밥,23121,8,0,3,0
30931,가지보트피자,17047,9,0,3,0
30932,묵은지라면,2559,6,0,3,0
30933,LA갈비구이,259900,5,0,3,0
30934,산적꼬치,36469,5,0,3,0
30935,감자볼튀김,5823,4,0,3,0
30936,BLT샌드위치,7782,9,0,3,0
30937,쭈꾸미홍합탕,5265,1,0,3,0
30938,마카롱쿠키,11033,0,0,3,0
30939,돼지갈비찜,29757,5,0,3,0
30940,단호박비스코티,5611,0,0,3,0
30941,달걀찜,3352,7,0,3,0
30942,맛살계란말이,48830,7,0,3,0
30943,삼치파스타,1252,6,0,3,0
30944,샐러드,53457,10,0,3,0
30945,육개장,12600,1,0,3,0
30946,미역두부된장국,6309,1,0,3,0
30947,아로니아쨈,34770,12,0,3,0
30948,김치전,36706,7,0,3,0
30949,떡볶이,51765,8,0,3,0
30950,어묵볶음,10470,7,0,3,0
30951,스팸김치찌개,84084,14,0,3,0
30952,소고기미역국,80664,1,0,3,0
30953,콩나물무침,19370,7,0,3,0
30954,계란말이,16647,7,0,3,0
30955,소고기무국,30129,1,0,3,0
30956,돼지고기숙주볶음,22248,5,0,3,0
30957,오징어볶음,11586,5,0,3,0
30958,살치살파채볶음,19432,5,0,3,0
30959,된장찌개,18891,14,0,3,0
30960,비빔밥,6266,8,0,3,0
30961,완자짬뽕,3329,6,0,3,0
30962,레몬청,1877,15,0,3,0
30963,제육볶음,6554,5,0,3,0
30964,닭볶음탕,3187,1,0,3,0
30965,아스파라거스베이컨말이,3327,7,0,3,0
30966,돼지고기동그랑땡,23714,7,0,3,0
30967,뿌리채소우엉밥,7390,8,0,3,0
30968,햄김치찌개,10285,14,0,3,0
30969,오징어대하해물볶음,4109,5,0,3,0
30970,카레,4199,12,0,3,0
30971,삼색김밥,15329,8,0,3,0
30972,꽈리고추무침,3723,7,0,3,0
30973,미트볼스파게티,9064,6,0,3,0
30974,닭스테이크,34037,5,0,3,0
30975,머랭쿠키,34507,0,0,3,0
30976,열무비빔국수,11901,6,0,3,0
30977,새우갈릭버터구이,14664,2,0,3,0
30978,참외장아찌,41796,7,0,3,0
30979,돼지갈비찜,15245,5,0,3,0
30980,토마토스파게티,21054,6,0,3,0
30981,라면과자,9431,0,0,3,0
30982,생강모카월병,3764,0,0,3,0
30983,돼지고기덮밥,17365,8,0,3,0
30984,삼계전복죽,3917,8,0,3,0
30985,오삼불고기,6199,5,0,3,0
30986,삼겹살덮밥,5552,8,0,3,0
30987,토스트,13590,9,0,3,0
30988,밀푀유나베,10228,1,0,3,0
30989,깐풍치킨,24151,5,0,3,0
30990,가지새우볶음,10559,7,0,3,0
30991,호두만주,3408,9,0,3,0
30992,감자조림,6676,7,0,3,0
30993,견과류떡볶이,2887,8,0,3,0
30994,가지김치,38164,3,0,3,0
30995,마약옥수수,5509,4,0,3,0
30996,페스토파스타,5404,6,0,3,0
30997,닭가슴살스테이크,14954,13,0,3,0
30998,당면김말이,4948,7,0,3,0
30999,장어구이,127502,5,0,3,0
31000,파니니,1852,9,0,3,0
31001,애호박볶음,5885,7,0,3,0
31002,올리브파스타,6709,6,0,3,0
31003,상추겉절이,16088,3,0,3,0
31004,황태미역국,8452,1,0,3,0
31005,실곤약잡채,10671,5,0,3,0
31006,전복삼계탕,8352,1,0,3,0
31007,소허파볶음,30875,5,0,3,0
31008,소고기버섯매운탕,25114,1,0,3,0
31009,짜장제육볶음,3514,5,0,3,0
31010,연어스테이크,11909,5,0,3,0
31011,콩나물해장국,88331,1,0,3,0
31012,문어초무침,12371,5,0,3,0
31013,두부,6647,5,0,3,0
31014,오미자매작과,2535,0,0,3,0
31015,팽이버섯전,14997,5,0,3,0
31016,치킨베이크,4576,5,0,3,0
31017,부추야채계란말이,38597,7,0,3,0
31018,차돌박이부추무침,28392,5,0,3,0
31019,피자토스트,43604,9,0,3,0
31020,베이컨계란말이,10167,7,0,3,0
31021,감자고로케,2738,9,0,3,0
31022,콩나물코다리찜,26930,5,0,3,0
31023,콩나물찌개,7788,14,0,3,0
31024,부추치즈라면,1192,6,0,3,0
31025,고추볶음만두파스타,1255,6,0,3,0
31026,육개장,17414,1,0,3,0
31027,무나물,6625,7,0,3,0
31028,버섯잡채,8094,5,0,3,0
31029,고등어손질,2196,2,0,3,0
31030,배깍두기,4188,3,0,3,0
31031,당근케익,6752,9,0,3,0
31032,통마늘구이,46254,7,0,3,0
31033,고추멸치볶음,6264,7,0,3,0
31034,눈꽃만두,6906,6,0,3,0
31035,나박김치,12783,3,0,3,0
31036,황태무국,3553,1,0,3,0
31037,삼각깻잎전,6669,5,0,3,0
31038,LA갈비구이,53526,5,0,3,0
31039,돼지고기김치찌개,29586,14,0,3,0
31040,아귀해물찜,14265,5,0,3,0
31041,고추장아찌,39342,7,0,3,0
31042,깐풍만두,103065,6,0,3,0
31043,떡국,275219,1,0,3,0
31044,제육덮밥,25908,8,0,3,0
31045,치킨카레덮밥,2949,8,0,3,0
31046,길거리토스트,3606,9,0,3,0
31047,소세지야채볶음,9905,7,0,3,0
31048,닭볶음탕,2979,1,0,3,0
31049,등심스테이크,5810,13,0,3,0
31050,베이컨간장국수,11029,6,0,3,0
31051,바지락닭칼국수,3923,6,0,3,0
31052,산머루와인,3176,15,0,3,0
31053,햄부추만두,5940,6,0,3,0
31054,메추리알쇠고기조림,4121,7,0,3,0
31055,묵은지볶음,143168,7,0,3,0
31056,묵은지베이컨두부말이,2883,5,0,3,0
31057,냉파스타,17597,6,0,3,0
31058,굴비구이,1856,5,0,3,0
31059,밤만주,2442,9,0,3,0
31060,애호박돼지고기볶음,9973,5,0,3,0
31061,육전,3939,5,0,3,0
31062,연어샐러드,10777,10,0,3,0
31063,소불고기,14990,5,0,3,0
31064,소고기탕국,99572,1,0,3,0
31065,갈릭버터새우구이,91784,5,0,3,0
31066,고구마순들깨볶음,7203,7,0,3,0
31067,또띠아피자,4908,9,0,3,0
31068,꼬지전,35375,5,0,3,0
31069,닭가슴살탕수육,33861,5,0,3,0
31070,배깍두기,3971,3,0,3,0
31071,닭가슴살미역국,13006,1,0,3,0
31072,김밥,15950,8,0,3,0
31073,고등어무찌개,8843,14,0,3,0
31074,애호박전,3394,7,0,3,0
31075,소갈비찜,10188,5,0,3,0
31076,포켓샌드위치,9703,9,0,3,0
31077,어묵볶음,2687,7,0,3,0
31078,도토리묵무침,8084,5,0,3,0
31079,어묵무국,109970,1,0,3,0
31080,병아리콩동그랑땡,7392,7,0,3,0
31081,야채계란전,3094,7,0,3,0
31082,갈비찜,15500,5,0,3,0
31083,만능소스갈비찜,29912,5,0,3,0
31084,김치부침개,29335,7,0,3,0
31085,고추장아찌,17188,7,0,3,0
31086,호두곶감말이,6292,4,0,3,0
31087,소고기육전,37558,5,0,3,0
31088,건새우애호박전,6316,7,0,3,0
31089,만능간장김밥,6877,8,0,3,0
31090,딸기잼,5261,12,0,3,0
31091,양상추견과류샐러드,29738,10,0,3,0
31092,연두부샐러드,6427,10,0,3,0
31093,감자고구마샐러드,19447,10,0,3,0
31094,시금치들깨무침,6775,7,0,3,0
31095,오이들깨무침,6187,7,0,3,0
31096,치즈샐러드,2807,10,0,3,0
31097,한라봉샐러드,2384,10,0,3,0
31098,단호박밥전,3070,8,0,3,0
31099,단호박감자샐러드,12782,10,0,3,0
31100,삼치조림,2322,5,0,3,0
31101,양파캐러멜카레,6067,8,0,3,0
31102,김치무침,4871,7,0,3,0
31103,견과류멸치볶음,104952,7,0,3,0
31104,만능소스,202908,12,0,3,0
31105,고추잡채,35816,5,0,3,0
31106,돼지LA갈비구이,16446,5,0,3,0
31107,스팸부대찌개,49271,14,0,3,0
31108,염통,7795,5,0,3,0
31109,육전,38001,5,0,3,0
31110,사골육수떡국,70654,1,0,3,0
31111,아몬드쿠키,16681,0,0,3,0
31112,인절미또띠아피자,9516,9,0,3,0
31113,전복비빔밥,4614,8,0,3,0
31114,새우튀김,15163,5,0,3,0
31115,오징어감자조림,8907,5,0,3,0
31116,표고버섯전,19494,7,0,3,0
31117,도지마롤,3951,9,0,3,0
31118,굴비구이,7177,5,0,3,0
31119,훈제닭가슴살쌈,4840,5,0,3,0
31120,닭가슴살또띠아말이,6591,4,0,3,0
31121,표고버섯전,16595,7,0,3,0
31122,철판비빔밥,4035,8,0,3,0
31123,배깍두기,18297,3,0,3,0
31124,동태전,7012,7,0,3,0
31125,꽃게깐풍기,5407,5,0,3,0
31126,탕수육,19032,5,0,3,0
31127,전,12359,7,0,3,0
31128,무생채,150080,7,0,3,0
31129,갈비찜,14800,5,0,3,0
31130,바나나찹쌀떡,22203,8,0,3,0
31131,꼬지전,18004,7,0,3,0
31132,오뎅볶음,22385,7,0,3,0
31133,차돌박이미나리덮밥,4766,8,0,3,0
31134,짜장면,2762,6,0,3,0
31135,곰취나물무침,16498,7,0,3,0
31136,단호박소고기볶음,6055,5,0,3,0
31137,모둠전,14913,5,0,3,0
31138,브라우니초코칩쿠키,4420,0,0,3,0
31139,황태손질,8944,2,0,3,0
31140,버섯매운탕,11519,1,0,3,0
31141,달걀장조림,8189,7,0,3,0
31142,울면,35238,6,0,3,0
31143,레몬청,3307,15,0,3,0
31144,간장닭도리탕,48062,1,0,3,0
31145,갈비찜,15498,5,0,3,0
31146,도넛,10185,9,0,3,0
31147,라볶이,8860,8,0,3,0
31148,KFC비스킷,15810,0,0,3,0
31149,버섯불고기전골,6255,1,0,3,0
31150,나물비빔밥,4968,8,0,3,0
31151,까르보나라떡볶이,6390,8,0,3,0
31152,밤과자,5610,0,0,3,0
31153,돼지고기고추장찌개,12669,14,0,3,0
31154,LA찹쌀파이,37227,9,0,3,0
31155,계란범벅,4330,5,0,3,0
31156,나물비빔밥,5746,8,0,3,0
31157,송편,14921,8,0,3,0
31158,피넛버터,10710,12,0,3,0
31159,동태라자니아,3350,13,0,3,0
31160,차슈간장라면,6666,6,0,3,0
31161,전복죽,251582,8,0,3,0
31162,토달볶,32237,4,0,3,0
31163,치즈주먹밥,2725,8,0,3,0
31164,순대볶음,22923,5,0,3,0
31165,무쌈말이,15900,5,0,3,0
31166,복쌈,4381,5,0,3,0
31167,육개장,4621,1,0,3,0
31168,무청김치찌개,3777,14,0,3,0
31169,우럭매운탕,14419,1,0,3,0
31170,LA갈비덮밥,7741,8,0,3,0
31171,연어데리야끼구이,22219,5,0,3,0
31172,팬케익,2876,9,0,3,0
31173,메추리알돼지고기장조림,53359,7,0,3,0
31174,닭다리오븐구이,44921,5,0,3,0
31175,닭볶음탕,25375,1,0,3,0
31176,배깍두기,5822,3,0,3,0
31177,매실짱아찌,7901,7,0,3,0
31178,월남쌈,5869,5,0,3,0
31179,묵은지볶음,12660,7,0,3,0
31180,전복미역국,5484,1,0,3,0
31181,오징어숙회,15011,5,0,3,0
31182,미나리물김치,8309,3,0,3,0
31183,모듬전섞어찌개,18529,14,0,3,0
31184,송편강정,1931,8,0,3,0
31185,물김치,11625,3,0,3,0
31186,송편호떡,1999,9,0,3,0
31187,모듬전전골,6433,1,0,3,0
31188,감자튀김,13386,4,0,3,0
31189,나물김밥,3719,8,0,3,0
31190,볶음라면,1184,6,0,3,0
31191,닭모래집볶음,15047,5,0,3,0
31192,콩나물불고기,15022,5,0,3,0
31193,묵은지김밥,10366,8,0,3,0
31194,호박스프,8230,11,0,3,0
31195,망디앙초콜릿,3584,0,0,3,0
31196,꽈리고추두부간장조림,3165,7,0,3,0
31197,들깨고사리탕,15269,1,0,3,0
31198,토마토두부샐러드,9410,10,0,3,0
31199,리조또,1857,8,0,3,0
31200,전찌개,15752,14,0,3,0
31201,파스타샐러드,5448,10,0,3,0
31202,잡탕찌개,25820,14,0,3,0
31203,짜장,10215,3,0,3,0
31204,만능소스,42716,12,0,3,0
31205,명태코다리찜,134902,5,0,3,0
31206,바나나식초,35412,12,0,3,0
31207,달걀장조림,60055,7,0,3,0
31208,바지락무침,19180,5,0,3,0
31209,육보채,4542,5,0,3,0
31210,연두부샐러드,9202,10,0,3,0
31211,마블파운드케이크,6793,9,0,3,0
31212,쑥인절미피자,3967,9,0,3,0
31213,전찌개,10068,14,0,3,0
31214,모카번,6690,9,0,3,0
31215,밥솥당근케익,16821,9,0,3,0
31216,사과바나나쉐이크,24992,15,0,3,0
31217,단무지무침,2760,7,0,3,0
31218,느타리버섯볶음,102018,7,0,3,0
31219,매생이굴전,5776,7,0,3,0
31220,구운가지무침,5456,7,0,3,0
31221,소고기야채볶음밥,26650,8,0,3,0
31222,갈비찜,77927,5,0,3,0
31223,청귤청,4212,15,0,3,0
31224,목살김치찌개,6716,14,0,3,0
31225,깍두기,6725,3,0,3,0
31226,우거지갈비탕,17883,1,0,3,0
31227,닭가슴살샌드위치,6212,9,0,3,0
31228,떡갈비,10225,5,0,3,0
31229,계란장조림,30133,7,0,3,0
31230,병아리콩자반,16767,7,0,3,0
31231,고등어김치찌개,47248,14,0,3,0
31232,팽이버섯전,3862,5,0,3,0
31233,단호박식혜,21435,15,0,3,0
31234,북어국,6030,1,0,3,0
31235,표고버섯전,23522,7,0,3,0
31236,참치마요네즈김치볶음밥,8744,8,0,3,0
31237,오징어김치국,19497,1,0,3,0
31238,꽈리고추멸치볶음,7493,7,0,3,0
31239,호박전,6433,7,0,3,0
31240,토스트,6967,9,0,3,0
31241,떡산적롤,2247,4,0,3,0
31242,국물떡볶이,3279,8,0,3,0
31243,마약옥수수,8938,4,0,3,0
31244,함박스테이크,21620,13,0,3,0
31245,치즈라면,5173,6,0,3,0
31246,깻잎장아찌쌈밥,10054,8,0,3,0
31247,초코아이스크림,6290,4,0,3,0
31248,야키우동,3147,6,0,3,0
31249,레몬민트얼음,3948,15,0,3,0
31250,제육볶음,39326,5,0,3,0
31251,아스파라거스소고기볶음밥,2098,8,0,3,0
31252,고추볶음,7086,7,0,3,0
31253,양파계란프라이,10129,5,0,3,0
31254,번데기탕,12914,1,0,3,0
31255,떡베이컨말이,4328,7,0,3,0
31256,브런치,3662,13,0,3,0
31257,장아찌주먹밥,3828,8,0,3,0
31258,어묵탕,26262,1,0,3,0
31259,토마토노각김치,4081,3,0,3,0
31260,해물파스타,9219,6,0,3,0
31261,송편맛탕,887,4,0,3,0
31262,사과쨈,27032,12,0,3,0
31263,메추리알스카치에그,41888,13,0,3,0
31264,유자비스코티,2621,0,0,3,0
31265,리코타치즈,11597,12,0,3,0
31266,골뱅이무침,6111,5,0,3,0
31267,호두월병,5378,0,0,3,0
31268,송편기름떡볶이,3516,8,0,3,0
31269,소고기찜,4825,5,0,3,0
31270,크림치즈,4958,12,0,3,0
31271,골뱅이샐러드,4279,10,0,3,0
31272,동파육,11866,5,0,3,0
31273,고갈비,19590,5,0,3,0
31274,후라이드치킨,124039,5,0,3,0
31275,샌드위치,6361,9,0,3,0
31276,짜장면,2154,6,0,3,0
31277,소고기육전,49050,5,0,3,0
31278,계란식빵,34221,9,0,3,0
31279,계란마요네즈토스트,97270,9,0,3,0
31280,길거리토스트,10928,9,0,3,0
31281,계란토스트,8581,9,0,3,0
31282,바나나토스트,25184,9,0,3,0
31283,나물비빔국수,1810,6,0,3,0
31284,몬테크리스토,76369,9,0,3,0
31285,치즈계란말이,1428,7,0,3,0
31286,키조개관자,11269,2,0,3,0
31287,수육김치쌈,5434,2,0,3,0
31288,오징어볶음,266344,5,0,3,0
31289,김치부침개,2909,7,0,3,0
31290,돼지김치두루치기,30089,5,0,3,0
31291,부추찜닭,2067,5,0,3,0
31292,무나물,11916,7,0,3,0
31293,쪽파전,5914,7,0,3,0
31294,돼지갈비볶음밥,4688,8,0,3,0
31295,청귤청,17858,15,0,3,0
31296,텐동,8758,8,0,3,0
31297,전복장조림,8534,7,0,3,0
31298,불고기퀘사딜라,2493,4,0,3,0
31299,청귤청,16264,15,0,3,0
31300,순대라면,15146,6,0,3,0
31301,국수장국,7364,1,0,3,0
31302,해물파전,210321,5,0,3,0
31303,소세지야채볶음,13133,5,0,3,0
31304,명란밥,3486,8,0,3,0
31305,고구마치즈스틱,25991,4,0,3,0
31306,고추장볶음,2255,7,0,3,0
31307,고추참치볶음밥,24940,8,0,3,0
31308,유부초밥,6336,8,0,3,0
31309,얼갈이김치,26344,3,0,3,0
31310,메추리알장조림,6921,7,0,3,0
31311,중국식볶음밥,27395,8,0,3,0
31312,청귤청,42799,15,0,3,0
31313,굴전,38670,7,0,3,0
31314,치킨마요덮밥,2937,8,0,3,0
31315,사과쨈,26335,12,0,3,0
31316,황태새우스파게티,1892,6,0,3,0
31317,무나물,5564,7,0,3,0
31318,부추팽이버섯볶음,10723,7,0,3,0
31319,아삭이고추된장무침,35720,7,0,3,0
31320,건새우무국,16215,1,0,3,0
31321,콩나물무침,10455,7,0,3,0
31322,곰취나물무침,28804,7,0,3,0
31323,숙주나물무침,19453,7,0,3,0
31324,명엽채볶음,5954,7,0,3,0
31325,해산물샐러드,3192,10,0,3,0
31326,납작만두,10363,6,0,3,0
31327,짬뽕,11201,6,0,3,0
31328,콩나물불고기,5858,5,0,3,0
31329,훈제연어스테이크,9666,5,0,3,0
31330,치킨스테이크,9766,13,0,3,0
31331,무조림,9896,7,0,3,0
31332,치킨샌드위치,3759,9,0,3,0
31333,양파잼,12264,12,0,3,0
31334,카레라이스,5788,8,0,3,0
31335,베이컨볶음밥,19861,8,0,3,0
31336,배깍두기,11942,3,0,3,0
31337,콩나물떡볶이,7280,8,0,3,0
31338,부추잡채,38597,5,0,3,0
31339,쇼가야키,7803,5,0,3,0
31340,월남쌈,10899,5,0,3,0
31341,떡만두국,27379,1,0,3,0
31342,꽈리고추메추리알조림,16734,7,0,3,0
31343,김치찌개라면,13436,6,0,3,0
31344,닭다리구이,32367,5,0,3,0
31345,땅콩삶는법,53428,2,0,3,0
31346,야채쫄면,2300,6,0,3,0
31347,계란말이김밥,7961,8,0,3,0
31348,어묵볶음우동,4277,6,0,3,0
31349,근대국,5041,1,0,3,0
31350,강정,5262,4,0,3,0
31351,새우도리아,3251,8,0,3,0
31352,오징어고추장찌개,6826,14,0,3,0
31353,가지나물,7944,7,0,3,0
31354,스팸김치찌개,9315,14,0,3,0
31355,월남쌈,10238,5,0,3,0
31356,잡채밥,13974,8,0,3,0
31357,핫도그샌드위치,8607,9,0,3,0
31358,만능간장두부조림,12651,7,0,3,0
31359,나물김밥,3426,8,0,3,0
31360,간장마늘닭구이,13130,5,0,3,0
31361,라이스페이퍼쌈,7541,4,0,3,0
31362,땅콩버터오징어,35144,4,0,3,0
31363,소고기무국,81016,1,0,3,0
31364,시금치국수,3847,6,0,3,0
31365,데리야끼닭가슴살스테이크,19993,13,0,3,0
31366,홍합탕,9968,1,0,3,0
31367,열무된장무침,12132,7,0,3,0
31368,도라지무침,22054,7,0,3,0
31369,오징어김치전,5059,5,0,3,0
31370,멸치된장찌개,6026,14,0,3,0
31371,오이초무침,40399,7,0,3,0
31372,매운소갈비찜,7561,5,0,3,0
31373,진미채무침,18872,7,0,3,0
31374,짜왕,6815,6,0,3,0
31375,떡볶이,5022,8,0,3,0
31376,닭가슴살계란덮밥,33312,8,0,3,0
31377,베이글샌드위치,13360,9,0,3,0
31378,마른새우고추장볶음,6235,7,0,3,0
31379,무교동낙지볶음,15214,5,0,3,0
31380,야채볶음밥,1938,8,0,3,0
31381,황태양념구이,7732,5,0,3,0
31382,대파라면,29318,6,0,3,0
31383,닭전골,20131,1,0,3,0
31384,잡채,5297,5,0,3,0
31385,홍합짬뽕,12400,6,0,3,0
31386,김치도토리묵무침,9413,7,0,3,0
31387,롤케이크,6721,9,0,3,0
31388,메밀전병,5436,6,0,3,0
31389,떡볶이,2515,8,0,3,0
31390,오트밀쿠키,1643,0,0,3,0
31391,노오븐브라우니,7658,9,0,3,0
31392,오징어볶음,29532,5,0,3,0
31393,고추장마늘쫑볶음,23991,7,0,3,0
31394,콩자반,31032,7,0,3,0
31395,닭가슴살장조림,28815,7,0,3,0
31396,치즈돈까스라면,7709,6,0,3,0
31397,단호박죽,3541,8,0,3,0
31398,건새우부추전,3407,7,0,3,0
31399,치즈롤까스,2877,13,0,3,0
31400,햄주먹밥,11453,8,0,3,0
31401,오징어순대,13510,5,0,3,0
31402,나물양념,22496,12,0,3,0
31403,계란말이,3389,7,0,3,0
31404,닭똥집마늘구이,12804,5,0,3,0
31405,사과스프,26228,11,0,3,0
31406,사과잼,27051,12,0,3,0
31407,옥수수차,4428,15,0,3,0
31408,채소프리타타,3087,13,0,3,0
31409,치즈샐러드,8240,10,0,3,0
31410,맥모닝,3885,9,0,3,0
31411,미트볼완탕라면,3380,6,0,3,0
31412,연근초절임,9910,7,0,3,0
31413,베이컨시금치계란말이,5335,7,0,3,0
31414,계란후라이,5073,7,0,3,0
31415,가래떡베이컨말이,10075,7,0,3,0
31416,고추장닭구이,5340,5,0,3,0
31417,고사리나물볶음,17322,7,0,3,0
31418,고등어무조림,7323,7,0,3,0
31419,두부부침양념장,67803,12,0,3,0
31420,버섯들깨탕,6348,1,0,3,0
31421,아스파라거스햄말이,2493,7,0,3,0
31422,초콜릿크랙쿠키,9072,0,0,3,0
31423,호박부침개,10563,7,0,3,0
31424,닭봉찜닭,4904,5,0,3,0
31425,감자전,7120,7,0,3,0
31426,돈까스,15108,5,0,3,0
31427,만두피피자,5162,9,0,3,0
